text,label,language
भुवनेश्वर के लिए कोई मौसम चेतावनी है?,weather_alert,hi
ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು?,temperature,kn
Give me the weather forecast for Hyderabad.,weather_forecast,en
కోల్‌కతా AQI ఎంత?,air_quality,te
What time does the sun rise in Delhi?,sunrise_sunset,en
What is the AQI in Pune?,air_quality,en
બેંગલુરુમાં સૂર્યાસ્ત કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
ಚೆನ್ನೈನಲ್ಲಿ ಗಾಳಿಯ ವೇಗ ಎಷ್ಟು?,wind,kn
ಹೈದರಾಬಾದ್ನಲ್ಲಿ ಪ್ರಸ್ತುತ ಹವಾಮಾನ ಹೇಗಿದೆ?,weather_current,kn
ମୁମ୍ବାଇରେ କେତେ ଆର୍ଦ୍ରତା ଅଛି?,humidity,or
చెన్నైలో ఈ రోజు వాతావరణం ఎలా ఉంది?,weather_current,te
ಮುಂಬೈನಲ್ಲಿ ಪ್ರಸ್ತುತ ಹವಾಮಾನ ಹೇಗಿದೆ?,weather_current,kn
કાલે બેંગલુરુમાં હવામાન કેવું રહેશે?,weather_forecast,gu
How humid is it in Pune?,humidity,en
Are there any severe weather warnings in Pune?,weather_alert,en
आज चेन्नई मध्ये पाऊस पडेल का?,rain,mr
ముంబైలో తేమ ఎంత?,humidity,te
આજે ભુવનેશ્વરમાં હવામાન કેવું છે?,weather_current,gu
கொல்கத்தா மற்றும் புவனேஸ்வர் வானிலையை ஒப்பிடுங்கள்.,weather_comparison,ta
ਅੱਜ ਚੇਨਈ ਦਾ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
कोलकाता साठी हवामानाची कोणतीही चेतावणी आहे का?,weather_alert,mr
ଆସନ୍ତାକାଲି ମୁମ୍ବାଇରେ ବର୍ଷା ହେବ କି?,rain,or
சென்னைவில் தற்போதைய வானிலை எப்படி உள்ளது?,weather_current,ta
कोलकाता में हवा की गुणवत्ता कैसी है?,air_quality,hi
ଆଜି ଚେନ୍ନାଇର ପାଗ କେମିତି?,weather_current,or
ଆଜି ଚେନ୍ନାଇରେ ବର୍ଷା ହେବ କି?,rain,or
হায়দ্রাবাদ এ বৃষ্টির সম্ভাবনা আছে কি?,rain,bn
Tell me the temperature in Hyderabad.,temperature,en
भुवनेश्वर मध्ये तापमान किती आहे?,temperature,mr
হায়দ্রাবাদ এ সূর্যোদয় কখন?,sunrise_sunset,bn
আজ কি চেন্নাই এ বৃষ্টি হবে?,rain,bn
হায়দ্রাবাদ এর তাপমাত্রা কত?,temperature,bn
ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ಸೂರ್ಯೋದಯ ಯಾವಾಗ?,sunrise_sunset,kn
பெங்களூருவில் எவ்வளவு வெப்பமாக உள்ளது?,temperature,ta
কলকাতা এর বায়ুর মান কেমন?,air_quality,bn
What is the weather like in Delhi?,weather_current,en
হায়দ্রাবাদ এবং দিল্লি এর আবহাওয়ার তুলনা করুন।,weather_comparison,bn
ପୁଣେ ଏବଂ ଭୁବନେଶ୍ୱରର ପାଗ ତୁଳନା କରନ୍ତୁ।,weather_comparison,or
પુણેમાં પવન કેટલો ઝડપી છે?,wind,gu
चेन्नई में आर्द्रता कितनी है?,humidity,hi
ਕੀ ਅੱਜ ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
આજે હૈદરાબાદમાં વરસાદ પડશે?,rain,gu
How is the weather in Chennai right now?,weather_current,en
"হায়দ্রাবাদ না কলকাতা, কোনটি বেশি ঠান্ডা?",weather_comparison,bn
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਕਿੰਨੀ ਗਰਮੀ ਹੈ?,temperature,pa
ਕੀ ਕੱਲ੍ਹ ਕੋਲਕਾਤਾ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
How strong is the wind in Bengaluru?,wind,en
दिल्ली के लिए कोई मौसम चेतावनी है?,weather_alert,hi
ಇಂದು ಚೆನ್ನೈನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು ಇರುತ್ತದೆ?,humidity,kn
ಮುಂಬೈ ಮತ್ತು ಕೊಲ್ಕತ್ತಾ ಹವಾಮಾನವನ್ನು ಹೋಲಿಸಿ.,weather_comparison,kn
ચેન્નાઈમાં સૂર્યોદય કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
ਕੱਲ੍ਹ ਪੁਣੇ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
কলকাতা এ কতটা আর্দ্র?,humidity,bn
"Which city is colder, Bhubaneswar or Bengaluru?",weather_comparison,en
ఈ రోజు ముంబైలో తేమ ఎంత ఉంటుంది?,humidity,te
कोलकाता मध्ये सूर्यास्त किती वाजता होतो?,sunrise_sunset,mr
দিল্লি এর বর্তমান আবহাওয়া কেমন?,weather_current,bn
आज मुंबई में नमी कितनी रहेगी?,humidity,hi
ਮੁੰਬਈ ਵਿੱਚ ਇਸ ਵੇਲੇ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
ચેન્નાઈ અને કોલકાતાના હવામાનની તુલના કરો.,weather_comparison,gu
How strong is the wind in Mumbai?,wind,en
ಮುಂಬೈನಲ್ಲಿ ಸೂರ್ಯಾಸ್ತ ಯಾವಾಗ?,sunrise_sunset,kn
हैदराबाद का मौसम पूर्वानुमान बताओ।,weather_forecast,hi
मुंबई में नमी कितनी है?,humidity,hi
Are there any weather alerts for Chennai?,weather_alert,en
भुवनेश्वर में मौसम की कोई चेतावनी है?,weather_alert,hi
ಮುಂಬೈನಲ್ಲಿ ಗಾಳಿಯ ವೇಗ ಎಷ್ಟು?,wind,kn
કાલે ચેન્નાઈમાં તાપમાન કેટલું રહેશે?,temperature,gu
પુણે અને હૈદરાબાદના હવામાનની તુલના કરો.,weather_comparison,gu
কলকাতা এর তাপমাত্রা কত?,temperature,bn
ଦିଲ୍ଲୀରେ ସୂର୍ଯ୍ୟୋଦୟ କେତେବେଳେ?,sunrise_sunset,or
हैदराबाद मध्ये आर्द्रता किती आहे?,humidity,mr
How is the weather today in Pune?,weather_current,en
चेन्नई में नमी कितनी है?,humidity,hi
কলকাতা এর বায়ুর মান কেমন?,air_quality,bn
ಪುಣೆನಲ್ಲಿ ಎಷ್ಟು ತೇವಾಂಶ ಇದೆ?,humidity,kn
ଚେନ୍ନାଇ ଏବଂ ପୁଣେର ପାଗ ତୁଳନା କରନ୍ତୁ।,weather_comparison,or
What is the weather in Delhi today?,weather_current,en
মুম্বাই এর বর্তমান আবহাওয়া কেমন?,weather_current,bn
ચેન્નાઈમાં કેટલી ગરમી છે?,temperature,gu
હૈદરાબાદમાં ભેજ કેટલો છે?,humidity,gu
ਕੋਲਕਾਤਾ ਵਿੱਚ ਕਿੰਨੀ ਨਮੀ ਹੈ?,humidity,pa
"Which is hotter, Pune or Mumbai?",weather_comparison,en
बेंगलुरु का वर्तमान मौसम बताओ।,weather_current,hi
புனே மற்றும் பெங்களூரு வானிலையை ஒப்பிடுங்கள்.,weather_comparison,ta
ಮುಂಬೈ ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ ಏನು?,weather_forecast,kn
ପୁଣେରେ କୌଣସି ପାଗ ସତର୍କତା ଅଛି କି?,weather_alert,or
ପୁଣେରେ ପବନ କେତେ ଜୋରରେ ବହୁଛି?,wind,or
પુણેમાં સૂર્યાસ્ત કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
What is the weather in Hyderabad today?,weather_current,en
When is sunset in Hyderabad?,sunrise_sunset,en
या आठवड्याच्या शेवटी कोलकाता मध्ये हवामान कसे असेल?,weather_forecast,mr
কলকাতা এ বাতাস কতটা জোরে বইছে?,wind,bn
"ଭୁବନେଶ୍ୱର ନା ପୁଣେ, କେଉଁଠି ଅଧିକ ଥଣ୍ଡା?",weather_comparison,or
कोलकाता मधील सध्याचे हवामान कसे आहे?,weather_current,mr
చెన్నై వాతావరణ సూచన ఏమిటి?,weather_forecast,te
पुणे मध्ये हवामानाचा इशारा आहे का?,weather_alert,mr
புனேவில் இன்று வானிலை எப்படி இருக்கிறது?,weather_current,ta
हैदराबाद आणि भुवनेश्वर पैकी कोणते शहर थंड आहे?,weather_comparison,mr
पुणे आणि मुंबई मधील हवामानाची तुलना करा.,weather_comparison,mr
હૈદરાબાદમાં આજે હવામાન કેવું છે?,weather_current,gu
ਮੁੰਬਈ ਵਿੱਚ ਹਵਾ ਕਿੰਨੀ ਤੇਜ਼ ਹੈ?,wind,pa
What will the humidity be in Mumbai?,humidity,en
ನಾಳೆ ಭುವನೇಶ್ವರನಲ್ಲಿ ಮಳೆ ಬೀಳುತ್ತದೆಯೇ?,rain,kn
ભુવનેશ્વરનું હાલનું હવામાન કેવું છે?,weather_current,gu
कोलकाता में आज मौसम कैसा है?,weather_current,hi
டெல்லிவில் எவ்வளவு வெப்பமாக உள்ளது?,temperature,ta
আজ হায়দ্রাবাদ এর আর্দ্রতা কত থাকবে?,humidity,bn
આજે કોલકાતામાં ભેજ કેટલો રહેશે?,humidity,gu
కోల్‌కతాలో తేమ ఎంత?,humidity,te
હૈદરાબાદનું હવામાન અનુમાન શું છે?,weather_forecast,gu
How will the weather be in Kolkata this weekend?,weather_forecast,en
Is there a weather warning for Chennai?,weather_alert,en
ਪੁਣੇ ਅਤੇ ਹੈਦਰਾਬਾਦ ਵਿੱਚੋਂ ਕਿਹੜਾ ਠੰਡਾ ਹੈ?,weather_comparison,pa
How humid is it in Delhi?,humidity,en
Compare the weather in Kolkata and Pune.,weather_comparison,en
भुवनेश्वर मध्ये आर्द्रता किती आहे?,humidity,mr
ଆସନ୍ତାକାଲି କୋଲକାତାର ତାପମାତ୍ରା କେତେ ରହିବ?,temperature,or
ದೆಹಲಿಗೆ ಯಾವುದೇ ಹವಾಮಾನ ಎಚ್ಚರಿಕೆ ಇದೆಯೇ?,weather_alert,kn
કાલે દિલ્હીમાં હવામાન કેવું રહેશે?,weather_forecast,gu
ਅੱਜ ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਨਮੀ ਕਿੰਨੀ ਰਹੇਗੀ?,humidity,pa
What will the humidity be in Hyderabad?,humidity,en
ভুবনেশ্বর এবং পুনে এর আবহাওয়ার তুলনা করুন।,weather_comparison,bn
What is the chance of rain in Bhubaneswar?,rain,en
હૈદરાબાદમાં કેટલી ભેજ છે?,humidity,gu
दिल्ली में आज मौसम कैसा है?,weather_current,hi
હૈદરાબાદમાં પવનની ઝડપ કેટલી છે?,wind,gu
આજે મુંબઈમાં હવામાન કેવું છે?,weather_current,gu
What will the weather be like in Bengaluru tomorrow?,weather_forecast,en
ਕੋਲਕਾਤਾ ਵਿੱਚ ਹਵਾ ਦੀ ਰਫ਼ਤਾਰ ਕਿੰਨੀ ਹੈ?,wind,pa
ਕੱਲ੍ਹ ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
कल कोलकाता में तापमान कितना रहेगा?,temperature,hi
Will it rain in Kolkata today?,rain,en
சென்னைவில் காற்றின் வேகம் எவ்வளவு?,wind,ta
How cold is it in Delhi?,temperature,en
কলকাতা এর আবহাওয়ার পূর্বাভাস কী?,weather_forecast,bn
आज मुंबई मध्ये आर्द्रता किती असेल?,humidity,mr
Compare the weather in Chennai and Mumbai.,weather_comparison,en
ఈ రోజు ఢిల్లీలో వర్షం పడుతుందా?,rain,te
बेंगलुरु में नमी कितनी है?,humidity,hi
Tell me the temperature in Mumbai.,temperature,en
કાલે બેંગલુરુમાં તાપમાન કેટલું રહેશે?,temperature,gu
भुवनेश्वर में आज मौसम कैसा है?,weather_current,hi
પુણેમાં હવામાનની કોઈ ચેતવણી છે?,weather_alert,gu
આ સપ્તાહના અંતે હૈદરાબાદમાં હવામાન કેવું રહેશે?,weather_forecast,gu
